1,meat|tropical fruit,5
1,bottled beer|root vegetables,5
1,curd|other vegetables,5
1,pastry|soda,5
1,newspapers|yogurt,5
1,chewing gum|whole milk,5
1,domestic eggs|soda,5
1,frozen vegetables|rolls/buns,5
1,domestic eggs|yogurt,5
1,brown bread|rolls/buns,5
1,hard cheese|other vegetables,5
1,beef|root vegetables,5
1,misc. beverages|rolls/buns,5
1,newspapers|soda,5
1,specialty bar|whole milk,5
1,pastry|yogurt,5
1,pip fruit|soda,5
1,fruit/vegetable juice|tropical fruit,5
1,fruit/vegetable juice|whole milk,5
1,brown bread|yogurt,5
1,hamburger meat|soda,5
1,domestic eggs|shopping bags,4
1,liquor|rolls/buns,4
1,frozen vegetables|yogurt,4
1,bottled beer|hard cheese,4
1,salty snack|sausage,4
1,candy|rolls/buns,4
1,brown bread|butter,4
1,newspapers|sausage,4
1,bottled water|citrus fruit,4
1,beef|other vegetables,4
1,brown bread|ham,4
1,pet care|whole milk,4
1,curd|sausage,4
1,root vegetables|yogurt,4
1,whipped/sour cream|whole milk,4
1,other vegetables|salty snack,4
1,frankfurter|whipped/sour cream,4
1,rolls/buns|shopping bags,4
1,meat|rolls/buns,4
1,root vegetables|shopping bags,4
1,canned beer|root vegetables,4
1,chewing gum|yogurt,4
1,napkins|other vegetables,4
1,long life bakery product|sausage,4
1,frankfurter|soda,4
1,shopping bags|tropical fruit,4
1,oil|whole milk,4
1,butter milk|root vegetables,4
1,canned beer|newspapers,4
1,berries|other vegetables,4
1,cream cheese |root vegetables,4
1,fruit/vegetable juice|root vegetables,4
1,dishes|frankfurter,4
1,brown bread|chicken,4
1,coffee|other vegetables,4
1,brown bread|pastry,4
1,soft cheese|whole milk,4
1,soda|tropical fruit,4
1,margarine|whole milk,4
1,soda|specialty chocolate,4
1,frankfurter|rolls/buns,4
1,bottled beer|sausage,4
1,domestic eggs|root vegetables,4
1,citrus fruit|frankfurter,4
1,newspapers|rolls/buns,4
1,canned beer|yogurt,4
1,misc. beverages|whole milk,4
1,chicken|whole milk,4
1,bottled beer|hamburger meat,4
1,bottled water|other vegetables,4
1,fruit/vegetable juice|yogurt,4
1,ham|other vegetables,4
1,brown bread|oil,3
1,chocolate|citrus fruit,3
1,chicken|soda,3
1,curd|tropical fruit,3
1,onions|whole milk,3
1,citrus fruit|soda,3
1,long life bakery product|tropical fruit,3
1,canned beer|pork,3
1,domestic eggs|hamburger meat,3
1,other vegetables|specialty chocolate,3
1,light bulbs|sausage,3
1,rolls/buns|white bread,3
1,rolls/buns|sugar,3
1,bottled beer|pip fruit,3
1,misc. beverages|yogurt,3
1,brown bread|citrus fruit,3
1,brown bread|sugar,3
1,berries|napkins,3
1,bottled beer|pastry,3
1,other vegetables|semi-finished bread,3
1,coffee|soda,3
1,chocolate|pip fruit,3
1,dessert|tropical fruit,3
1,pickled vegetables|whole milk,3
1,oil|tropical fruit,3
1,bottled water|hard cheese,3
1,citrus fruit|newspapers,3
1,bottled water|whipped/sour cream,3
1,pip fruit|white wine,3
1,bottled beer|butter,3
1,beef|pastry,3
1,oil|soda,3
1,beverages|other vegetables,3
1,curd|pip fruit,3
1,butter|sausage,3
1,long life bakery product|rolls/buns,3
1,butter|frankfurter,3
1,oil|pork,3
1,frankfurter|sugar,3
1,oil|rolls/buns,3
1,margarine|rolls/buns,3
1,UHT-milk|rolls/buns,3
1,sausage|white bread,3
1,chocolate|whole milk,3
1,bottled water|pickled vegetables,3
1,butter milk|soda,3
1,domestic eggs|margarine,3
1,bottled water|newspapers,3
1,long life bakery product|root vegetables,3
1,napkins|whole milk,3
1,frozen vegetables|root vegetables,3
1,cream cheese |yogurt,3
1,grapes|other vegetables,3
1,chocolate|yogurt,3
1,chicken|white bread,3
1,cream cheese |sausage,3
1,bottled water|butter,3
1,bottled water|sausage,3
1,pastry|sausage,3
1,napkins|rolls/buns,3
1,domestic eggs|white bread,3
1,chocolate|rolls/buns,3
1,soda|specialty bar,3
1,pastry|whole milk,3
1,butter milk|newspapers,3
1,coffee|napkins,3
1,pip fruit|tropical fruit,3
1,frozen meals|other vegetables,3
1,canned beer|ham,3
1,root vegetables|waffles,3
1,dessert|sausage,3
1,ice cream|whole milk,3
1,butter|soda,3
1,coffee|pip fruit,3
1,pastry|pork,3
1,brown bread|coffee,3
1,tropical fruit|white bread,3
1,frankfurter|margarine,3
1,dessert|other vegetables,3
1,dishes|whole milk,3
1,canned beer|domestic eggs,3
1,chicken|domestic eggs,3
1,specialty chocolate|whole milk,3
1,canned beer|whipped/sour cream,3
1,coffee|detergent,3
1,berries|pastry,3
1,beef|tropical fruit,3
1,long life bakery product|whole milk,3
1,detergent|yogurt,3
1,hamburger meat|soft cheese,3
1,brown bread|soda,3
1,coffee|whole milk,3
1,pastry|root vegetables,3
1,butter|domestic eggs,3
1,herbs|soda,3
1,meat|pip fruit,3
1,beef|frozen vegetables,3
1,frankfurter|pip fruit,3
1,domestic eggs|salty snack,3
1,frankfurter|root vegetables,3
1,dishes|whipped/sour cream,3
1,canned fish|yogurt,3
1,butter milk|tropical fruit,3
1,bottled water|pastry,3
1,meat|yogurt,3
1,cream cheese |other vegetables,3
1,canned beer|pastry,3
1,sausage|shopping bags,3
1,pastry|tropical fruit,3
1,root vegetables|tropical fruit,3
1,hard cheese|newspapers,3
1,cream cheese |rolls/buns,3
1,bottled beer|brown bread,3
1,chewing gum|other vegetables,3
1,fruit/vegetable juice|pastry,3
1,pastry|rolls/buns,3
1,chicken|tropical fruit,3
1,frozen meals|yogurt,3
1,sugar|whole milk,3
1,specialty chocolate|tropical fruit,3
1,citrus fruit|root vegetables,3
1,cat food|whole milk,3
1,coffee|tropical fruit,3
1,napkins|pastry,3
1,other vegetables|pork,3
1,newspapers|salty snack,3
1,meat|other vegetables,3
1,bottled beer|waffles,3
1,chicken|pip fruit,3
1,citrus fruit|pastry,3
1,margarine|soda,3
1,dessert|soda,3
1,root vegetables|white wine,3
1,brown bread|chocolate,3
1,bottled beer|soda,3
1,brown bread|hamburger meat,3
1,curd|frankfurter,3
1,red/blush wine|soda,3
1,other vegetables|white wine,2
1,bottled water|yogurt,2
1,chicken|other vegetables,2
1,chicken|newspapers,2
1,detergent|soda,2
1,pip fruit|sliced cheese,2
1,beef|cream cheese,2
1,coffee|hamburger meat,2
1,beverages|curd,2
1,grapes|rolls/buns,2
1,frozen meals|sausage,2
1,canned fish|cocoa drinks,2
1,frozen meals|rolls/buns,2
1,canned beer|oil,2
1,coffee|frankfurter,2
1,fruit/vegetable juice|ice cream,2
1,butter milk|sausage,2
1,other vegetables|processed cheese,2
1,misc. beverages|soda,2
1,brown bread|grapes,2
1,oil|whipped/sour cream,2
1,beef|misc. beverages,2
1,butter|other vegetables,2
1,salty snack|soda,2
1,red/blush wine|whipped/sour cream,2
1,citrus fruit|pickled vegetables,2
1,frankfurter|fruit/vegetable juice,2
1,sausage|spread cheese,2
1,cat food|yogurt,2
1,curd|meat,2
1,canned beer|ice cream,2
1,cream cheese |hard cheese,2
1,chocolate|other vegetables,2
1,newspapers|whipped/sour cream,2
1,salty snack|sugar,2
1,root vegetables|whipped/sour cream,2
1,canned beer|shopping bags,2
1,detergent|fruit/vegetable juice,2
1,butter|fruit/vegetable juice,2
1,domestic eggs|processed cheese,2
1,domestic eggs|ham,2
1,finished products|margarine,2
1,beef|fruit/vegetable juice,2
1,white wine|whole milk,2
1,pip fruit|vinegar,2
1,cat food|other vegetables,2
1,ham|pickled vegetables,2
1,semi-finished bread|tropical fruit,2
1,bottled beer|margarine,2
1,newspapers|sliced cheese,2
1,soda|sugar,2
1,kitchen towels|yogurt,2
1,beef|sausage,2
1,beef|processed cheese,2
1,packaged fruit/vegetables|rolls/buns,2
1,ham|soda,2
1,domestic eggs|tropical fruit,2
1,dessert|hamburger meat,2
1,domestic eggs|newspapers,2
1,ice cream|shopping bags,2
1,margarine|other vegetables,2
1,domestic eggs|specialty chocolate,2
1,butter milk|vinegar,2
1,UHT-milk|whole milk,2
1,rolls/buns|sliced cheese,2
1,bottled beer|curd,2
1,UHT-milk|misc. beverages,2
1,dishes|pastry,2
1,chicken|yogurt,2
1,shopping bags|turkey,2
1,curd cheese|rolls/buns,2
1,canned beer|fruit/vegetable juice,2
1,bottled beer|fruit/vegetable juice,2
1,citrus fruit|domestic eggs,2
1,detergent|rolls/buns,2
1,citrus fruit|dishes,2
1,hygiene articles|pastry,2
1,artif. sweetener|domestic eggs,2
1,red/blush wine|yogurt,2
1,butter milk|frankfurter,2
1,curd|dessert,2
1,chocolate|waffles,2
1,beef|newspapers,2
1,pot plants|tropical fruit,2
1,butter milk|other vegetables,2
1,specialty bar|tropical fruit,2
1,liquor|other vegetables,2
1,hygiene articles|rolls/buns,2
1,hamburger meat|yogurt,2
1,chicken|curd,2
1,detergent|salty snack,2
1,frozen meals|ham,2
1,light bulbs|whole milk,2
1,bottled water|curd,2
1,bottled beer|grapes,2
1,chicken|root vegetables,2
1,citrus fruit|margarine,2
1,long life bakery product|yogurt,2
1,butter|chicken,2
1,dental care|other vegetables,2
1,canned fish|whole milk,2
1,brown bread|frankfurter,2
1,frozen meals|margarine,2
1,kitchen towels|tropical fruit,2
1,root vegetables|sliced cheese,2
1,flour|rolls/buns,2
1,whipped/sour cream|yogurt,2
1,bottled water|frankfurter,2
1,brown bread|domestic eggs,2
1,dishes|napkins,2
1,ham|rolls/buns,2
1,ham|yogurt,2
1,chicken|whipped/sour cream,2
1,tropical fruit|waffles,2
1,chicken|frankfurter,2
1,butter|tropical fruit,2
1,curd|long life bakery product,2
1,cat food|rolls/buns,2
1,sliced cheese|soda,2
1,bottled beer|sugar,2
1,canned beer|sausage,2
1,UHT-milk|bottled beer,2
1,napkins|yogurt,2
1,newspapers|shopping bags,2
1,pork|shopping bags,2
1,cat food|soda,2
1,citrus fruit|semi-finished bread,2
1,canned beer|hamburger meat,2
1,chicken|grapes,2
1,beef|brown bread,2
1,domestic eggs|napkins,2
1,fruit/vegetable juice|meat,2
1,cookware|whole milk,2
1,oil|root vegetables,2
1,fruit/vegetable juice|spices,2
1,fruit/vegetable juice|other vegetables,2
1,soft cheese|tropical fruit,2
1,cling film/bags|rolls/buns,2
1,salty snack|shopping bags,2
1,sliced cheese|whole milk,2
1,butter|frozen vegetables,2
1,margarine|shopping bags,2
1,liquor (appetizer)|soda,2
1,bottled water|fruit/vegetable juice,2
1,dessert|whole milk,2
1,other vegetables|seasonal products,2
1,dessert|yogurt,2
1,root vegetables|specialty chocolate,2
1,soda|white bread,2
1,beef|yogurt,2
1,frozen vegetables|white bread,2
1,hard cheese|root vegetables,2
1,pickled vegetables|rolls/buns,2
1,cream cheese |tropical fruit,2
1,citrus fruit|coffee,2
1,brown bread|tropical fruit,2
1,cream cheese |liquor,2
1,pork|sausage,2
1,coffee|pot plants,2
1,oil|waffles,2
1,oil|syrup,2
1,liquor|tropical fruit,2
1,root vegetables|specialty bar,2
1,hygiene articles|other vegetables,2
1,hamburger meat|meat,2
1,red/blush wine|rolls/buns,2
1,margarine|whipped/sour cream,2
1,hard cheese|soda,2
1,UHT-milk|frankfurter,2
1,butter|rolls/buns,2
1,beef|frozen meals,2
1,misc. beverages|spread cheese,2
1,red/blush wine|root vegetables,2
1,UHT-milk|sausage,2
1,dishes|semi-finished bread,2
1,ice cream|rolls/buns,2
1,butter|pastry,2
1,rolls/buns|whipped/sour cream,2
1,brown bread|sausage,2
1,chewing gum|soda,2
1,frozen meals|oil,2
1,detergent|other vegetables,2
1,brown bread|male cosmetics,2
1,bottled water|processed cheese,2
1,curd|specialty chocolate,2
1,newspapers|white bread,2
1,misc. beverages|tropical fruit,2
1,pickled vegetables|soda,2
1,berries|yogurt,2
1,salty snack|tropical fruit,2
1,other vegetables|popcorn,2
1,napkins|tropical fruit,2
1,bottled beer|canned fish,2
1,grapes|napkins,2
1,dessert|fruit/vegetable juice,2
1,beef|bottled beer,2
1,fruit/vegetable juice|misc. beverages,2
1,chicken|frozen vegetables,2
1,misc. beverages|onions,2
1,pork|root vegetables,2
1,nut snack|yogurt,2
1,white bread|yogurt,2
1,canned beer|semi-finished bread,2
1,oil|salty snack,2
1,pastry|pip fruit,2
1,coffee|yogurt,2
1,bottled water|seasonal products,2
1,coffee|whipped/sour cream,2
1,pip fruit|yogurt,2
1,bottled beer|dessert,2
1,cream cheese |shopping bags,2
1,waffles|yogurt,2
1,processed cheese|soda,2
1,coffee|frozen vegetables,2
1,nut snack|soda,2
1,oil|sausage,2
1,berries|bottled water,2
1,grapes|root vegetables,2
1,curd|pastry,2
1,ham|whole milk,2
1,onions|whipped/sour cream,2
1,bottled water|chicken,2
1,other vegetables|sliced cheese,2
1,female sanitary products|yogurt,2
1,canned fish|salty snack,2
1,sausage|whipped/sour cream,2
1,specialty chocolate|white bread,2
1,pip fruit|whipped/sour cream,2
1,flower (seeds)|sausage,2
1,frozen meals|shopping bags,2
1,shopping bags|soft cheese,2
1,frankfurter|rice,2
1,other vegetables|pastry,2
1,brown bread|margarine,2
1,flower (seeds)|whole milk,2
1,bottled beer|cream cheese,2
1,long life bakery product|soda,2
1,beef|spices,2
1,bottled beer|domestic eggs,2
1,berries|pip fruit,2
1,frozen vegetables|margarine,2
1,frankfurter|shopping bags,2
1,hard cheese|whole milk,2
1,packaged fruit/vegetables|root vegetables,2
1,canned beer|white bread,2
1,other vegetables|pet care,2
1,UHT-milk|soda,2
1,candles|yogurt,2
1,frankfurter|tropical fruit,2
1,brown bread|roll products,2
1,processed cheese|whole milk,2
1,napkins|sugar,2
1,frozen vegetables|whole milk,2
1,frozen fish|rolls/buns,2
1,frozen fish|whole milk,2
1,rolls/buns|salty snack,2
1,UHT-milk|root vegetables,2
1,liquor|root vegetables,2
1,cream cheese |sugar,2
1,beverages|fruit/vegetable juice,2
1,flour|root vegetables,2
1,processed cheese|sausage,2
1,frankfurter|hygiene articles,2
1,hamburger meat|other vegetables,2
1,artif. sweetener|soda,2
1,ham|tropical fruit,2
1,brown bread|root vegetables,2
1,root vegetables|spread cheese,2
1,bottled water|rolls/buns,2
1,butter milk|hamburger meat,2
1,pet care|yogurt,2
1,margarine|pastry,2
1,butter|canned beer,2
1,citrus fruit|white bread,2
1,fruit/vegetable juice|sliced cheese,2
1,shopping bags|waffles,2
1,pork|rolls/buns,2
1,curd|fruit/vegetable juice,2
1,curd|pork,2
1,root vegetables|sparkling wine,2
1,dessert|shopping bags,2
1,bottled beer|canned beer,2
1,bottled water|cream cheese,2
1,detergent|whole milk,2
1,mayonnaise|tropical fruit,2
1,dessert|pastry,2
1,berries|brown bread,2
1,beef|chewing gum,2
1,chewing gum|frozen vegetables,2
1,bottled water|ham,2
1,detergent|pastry,2
1,frozen meals|frozen vegetables,2
1,rolls/buns|specialty bar,2
1,salty snack|whole milk,2
1,pet care|soda,1
1,UHT-milk|sugar,1
1,pot plants|white bread,1
1,beef|napkins,1
1,frozen meals|soda,1
1,bottled beer|cookware,1
1,candles|meat,1
1,chocolate|root vegetables,1
1,cake bar|female sanitary products,1
1,frozen potato products|whole milk,1
1,grapes|pork,1
1,hard cheese|liquor,1
1,UHT-milk|citrus fruit,1
1,pickled vegetables|pork,1
1,napkins|newspapers,1
1,pip fruit|pork,1
1,chocolate marshmallow|cream cheese,1
1,canned beer|grapes,1
1,chicken|packaged fruit/vegetables,1
1,butter|butter milk,1
1,grapes|herbs,1
1,packaged fruit/vegetables|tropical fruit,1
1,female sanitary products|nut snack,1
1,pot plants|shopping bags,1
1,berries|white wine,1
1,frankfurter|hard cheese,1
1,liquor|newspapers,1
1,pip fruit|pot plants,1
1,packaged fruit/vegetables|popcorn,1
1,berries|whipped/sour cream,1
1,chewing gum|hamburger meat,1
1,dessert|flour,1
1,brown bread|curd,1
1,cream cheese |semi-finished bread,1
1,artif. sweetener|whole milk,1
1,other vegetables|sugar,1
1,bottled beer|liver loaf,1
1,dessert|herbs,1
1,cream cheese |pip fruit,1
1,brown bread|misc. beverages,1
1,pasta|rolls/buns,1
1,frankfurter|spices,1
1,beef|white wine,1
1,rolls/buns|snack products,1
1,beef|rolls/buns,1
1,brown bread|newspapers,1
1,canned fish|frankfurter,1
1,bottled water|chocolate,1
1,cream cheese |long life bakery product,1
1,grapes|pasta,1
1,hamburger meat|oil,1
1,hamburger meat|sliced cheese,1
1,ice cream|root vegetables,1
1,bottled beer|nuts/prunes,1
1,bottled beer|pickled vegetables,1
1,butter|nut snack,1
1,beverages|ice cream,1
1,red/blush wine|specialty cheese,1
1,long life bakery product|sugar,1
1,canned fish|coffee,1
1,female sanitary products|packaged fruit/vegetables,1
1,newspapers|semi-finished bread,1
1,butter|newspapers,1
1,flower (seeds)|waffles,1
1,pickled vegetables|whipped/sour cream,1
1,candles|whole milk,1
1,canned beer|condensed milk,1
1,finished products|pip fruit,1
1,sausage|specialty bar,1
1,cake bar|yogurt,1
1,fruit/vegetable juice|white bread,1
1,cling film/bags|newspapers,1
1,candy|pork,1
1,cat food|fruit/vegetable juice,1
1,canned fish|rolls/buns,1
1,frankfurter|ketchup,1
1,brown bread|female sanitary products,1
1,canned fish|pork,1
1,grapes|roll products,1
1,roll products |whole milk,1
1,margarine|onions,1
1,condensed milk|organic products,1
1,frankfurter|sparkling wine,1
1,citrus fruit|snack products,1
1,bottled water|finished products,1
1,dishes|onions,1
1,canned vegetables|pasta,1
1,napkins|rice,1
1,dishes|white bread,1
1,domestic eggs|hygiene articles,1
1,detergent|snack products,1
1,flower (seeds)|pork,1
1,flour|sauces,1
1,beef|frankfurter,1
1,frozen fish|napkins,1
1,spread cheese|tropical fruit,1
1,ice cream|soft cheese,1
1,butter milk|shopping bags,1
1,onions|yogurt,1
1,specialty chocolate|whisky,1
1,domestic eggs|long life bakery product,1
1,onions|tropical fruit,1
1,male cosmetics|roll products,1
1,canned beer|dental care,1
1,frozen vegetables|pork,1
1,cat food|hamburger meat,1
1,coffee|onions,1
1,bottled water|napkins,1
1,canned vegetables|frankfurter,1
1,female sanitary products|sauces,1
1,prosecco|white bread,1
1,fruit/vegetable juice|vinegar,1
1,ham|onions,1
1,decalcifier|grapes,1
1,UHT-milk|baking powder,1
1,specialty cheese|whipped/sour cream,1
1,ice cream|yogurt,1
1,beef|soda,1
1,instant coffee|sugar,1
1,fruit/vegetable juice|hard cheese,1
1,bottled beer|frozen meals,1
1,canned fish|root vegetables,1
1,cream cheese |herbs,1
1,photo/film|rolls/buns,1
1,coffee|domestic eggs,1
1,frozen vegetables|hard cheese,1
1,rolls/buns|spices,1
1,butter|detergent,1
1,chocolate marshmallow|yogurt,1
1,UHT-milk|pastry,1
1,dessert|frozen fish,1
1,berries|tropical fruit,1
1,bottled water|sliced cheese,1
1,bottled water|dessert,1
1,processed cheese|sugar,1
1,bottled water|liver loaf,1
1,canned beer|coffee,1
1,fruit/vegetable juice|packaged fruit/vegetables,1
1,mayonnaise|sausage,1
1,frozen meals|specialty chocolate,1
1,citrus fruit|liquor,1
1,chocolate|specialty bar,1
1,frozen fruits|whole milk,1
1,chicken|roll products,1
1,other vegetables|roll products,1
1,hamburger meat|salty snack,1
1,canned fruit|root vegetables,1
1,fruit/vegetable juice|snack products,1
1,baking powder|root vegetables,1
1,chicken|shopping bags,1
1,margarine|sugar,1
1,chicken|pot plants,1
1,coffee|pork,1
1,domestic eggs|pip fruit,1
1,pip fruit|salty snack,1
1,sliced cheese|zwieback,1
1,beverages|oil,1
1,sparkling wine|whipped/sour cream,1
1,UHT-milk|newspapers,1
1,bottled water|honey,1
1,roll products |root vegetables,1
1,root vegetables|sugar,1
1,hygiene articles|shopping bags,1
1,frozen fish|other vegetables,1
1,fruit/vegetable juice|prosecco,1
1,butter|margarine,1
1,processed cheese|yogurt,1
1,male cosmetics|waffles,1
1,mayonnaise|whole milk,1
1,beef|ice cream,1
1,other vegetables|tidbits,1
1,sausage|soft cheese,1
1,chewing gum|curd,1
1,organic sausage|sausage,1
1,processed cheese|specialty bar,1
1,chocolate|pastry,1
1,soda|softener,1
1,curd|packaged fruit/vegetables,1
1,curd|hard cheese,1
1,beef|berries,1
1,cat food|seasonal products,1
1,dishes|sliced cheese,1
1,bottled beer|photo/film,1
1,light bulbs|liquor (appetizer),1
1,shopping bags|white bread,1
1,margarine|tropical fruit,1
1,bottled beer|shopping bags,1
1,cling film/bags|whole milk,1
1,baking powder|frozen fish,1
1,salty snack|softener,1
1,dish cleaner|margarine,1
1,frozen vegetables|pot plants,1
1,oil|popcorn,1
1,rum|whole milk,1
1,frozen vegetables|light bulbs,1
1,berries|finished products,1
1,coffee|pastry,1
1,beverages|napkins,1
1,beverages|dishes,1
1,domestic eggs|zwieback,1
1,artif. sweetener|curd,1
1,dish cleaner|hamburger meat,1
1,liver loaf|whole milk,1
1,pot plants|specialty chocolate,1
1,butter milk|oil,1
1,dental care|tidbits,1
1,beverages|brown bread,1
1,nut snack|other vegetables,1
1,butter|canned fish,1
1,frozen dessert|misc. beverages,1
1,curd|soft cheese,1
1,bottled beer|spread cheese,1
1,butter|frozen meals,1
1,hamburger meat|pork,1
1,hard cheese|meat,1
1,other vegetables|pasta,1
1,make up remover|white bread,1
1,curd|specialty bar,1
1,brown bread|butter milk,1
1,UHT-milk|brown bread,1
1,domestic eggs|photo/film,1
1,frozen vegetables|pip fruit,1
1,spread cheese|whole milk,1
1,citrus fruit|curd,1
1,curd cheese|sausage,1
1,rolls/buns|soft cheese,1
1,red/blush wine|tropical fruit,1
1,pastry|specialty cheese,1
1,frozen vegetables|popcorn,1
1,curd cheese|root vegetables,1
1,brown bread|pork,1
1,citrus fruit|dish cleaner,1
1,butter milk|chicken,1
1,citrus fruit|ice cream,1
1,coffee|waffles,1
1,citrus fruit|light bulbs,1
1,frozen potato products|tropical fruit,1
1,frozen vegetables|fruit/vegetable juice,1
1,beef|butter,1
1,soda|white wine,1
1,butter|yogurt,1
1,beef|frozen fish,1
1,chicken|specialty chocolate,1
1,salty snack|white bread,1
1,bottled water|grapes,1
1,sausage|seasonal products,1
1,pastry|whipped/sour cream,1
1,beverages|meat,1
1,ham|nut snack,1
1,long life bakery product|pork,1
1,grapes|waffles,1
1,beef|shopping bags,1
1,curd|nut snack,1
1,cream cheese |waffles,1
1,bottled beer|long life bakery product,1
1,misc. beverages|waffles,1
1,seasonal products|soda,1
1,cream cheese |processed cheese,1
1,salad dressing|whole milk,1
1,hard cheese|rolls/buns,1
1,softener|whole milk,1
1,organic sausage|white bread,1
1,frankfurter|specialty bar,1
1,beef|rice,1
1,chewing gum|white bread,1
1,chewing gum|pot plants,1
1,detergent|root vegetables,1
1,canned beer|meat,1
1,coffee|dessert,1
1,herbs|whipped/sour cream,1
1,frozen meals|semi-finished bread,1
1,liquor (appetizer)|misc. beverages,1
1,dessert|grapes,1
1,candles|sausage,1
1,canned beer|salty snack,1
1,chocolate|meat,1
1,frankfurter|napkins,1
1,UHT-milk|berries,1
1,spread cheese|sugar,1
1,frozen dessert|turkey,1
1,prosecco|specialty chocolate,1
1,fruit/vegetable juice|pork,1
1,butter|ice cream,1
1,red/blush wine|white bread,1
1,chewing gum|meat,1
1,herbs|pet care,1
1,frozen fish|specialty cheese,1
1,coffee|curd,1
1,pot plants|salt,1
1,beverages|packaged fruit/vegetables,1
1,candy|cling film/bags,1
1,curd|pickled vegetables,1
1,sauces|whole milk,1
1,organic sausage|specialty chocolate,1
1,frozen meals|pastry,1
1,pork|soft cheese,1
1,house keeping products|tropical fruit,1
1,onions|specialty cheese,1
1,meat|pot plants,1
1,soda|waffles,1
1,curd cheese|pork,1
1,specialty chocolate|yogurt,1
1,white bread|zwieback,1
1,brown bread|cookware,1
1,condensed milk|hard cheese,1
1,hamburger meat|shopping bags,1
1,condensed milk|specialty bar,1
1,canned beer|tropical fruit,1
1,chicken|pastry,1
1,butter|candy,1
1,instant coffee|rolls/buns,1
1,misc. beverages|pickled vegetables,1
1,dishes|rice,1
1,butter|sliced cheese,1
1,canned fish|domestic eggs,1
1,kitchen towels|pastry,1
1,grapes|male cosmetics,1
1,grapes|yogurt,1
1,brandy|specialty chocolate,1
1,hamburger meat|pickled vegetables,1
1,bottled water|shopping bags,1
1,curd cheese|pip fruit,1
1,canned beer|specialty chocolate,1
1,beverages|pastry,1
1,chicken|coffee,1
1,napkins|salty snack,1
1,misc. beverages|pip fruit,1
1,margarine|sausage,1
1,curd|sugar,1
1,chocolate|salty snack,1
1,bottled beer|semi-finished bread,1
1,brown bread|specialty cheese,1
1,berries|butter milk,1
1,frozen meals|popcorn,1
1,canned fruit|finished products,1
1,tropical fruit|turkey,1
1,coffee|margarine,1
1,curd cheese|napkins,1
1,berries|grapes,1
1,butter milk|coffee,1
1,grapes|meat,1
1,soda|soft cheese,1
1,frozen meals|long life bakery product,1
1,red/blush wine|whole milk,1
1,Instant food products|pastry,1
1,frankfurter|sausage,1
1,frozen vegetables|sausage,1
1,cocoa drinks|frankfurter,1
1,cream cheese |detergent,1
1,bottled water|margarine,1
1,semi-finished bread|waffles,1
1,domestic eggs|seasonal products,1
1,salty snack|yogurt,1
