soda,frozen fish,6,102,0.058823529411764705,1453,0.09710619528169484,-0.038282665869930135
tropical fruit,frozen fish,11,102,0.10784313725490197,1014,0.0677671589921807,0.04007597826272126
other vegetables,white wine,10,175,0.05714285714285714,1827,0.12210118291786407,-0.06495832577500693
pip fruit,white wine,13,175,0.07428571428571429,734,0.049054334023925686,0.025231380261788602
rolls/buns,white wine,11,175,0.06285714285714286,1646,0.11000467820624206,-0.0471475353490992
whole milk,white wine,19,175,0.10857142857142857,2363,0.15792287642852368,-0.04935144785709511
whole milk,honey,3,13,0.23076923076923078,2363,0.15792287642852368,0.0728463543407071
sausage,honey,3,13,0.23076923076923078,903,0.06034886052262247,0.1704203702466083
frankfurter,mustard,8,92,0.08695652173913043,565,0.037759807525228894,0.04919671421390154
yogurt,mustard,10,92,0.10869565217391304,1285,0.08587850030074183,0.02281715187317121
other vegetables,mustard,6,92,0.06521739130434782,1827,0.12210118291786407,-0.05688379161351624
white bread,mustard,5,92,0.05434782608695652,359,0.023992514870012697,0.030355311216943823
soda,mustard,6,92,0.06521739130434782,1453,0.09710619528169484,-0.031888803977347016
canned beer,canned vegetables,6,82,0.07317073170731707,702,0.04691572545612511,0.02625500625119196
frankfurter,canned vegetables,5,82,0.06097560975609756,565,0.037759807525228894,0.023215802230868665
other vegetables,canned vegetables,6,82,0.07317073170731707,1827,0.12210118291786407,-0.048930451210546996
soda,canned vegetables,6,82,0.07317073170731707,1453,0.09710619528169484,-0.02393546357437777
rolls/buns,canned vegetables,6,82,0.07317073170731707,1646,0.11000467820624206,-0.03683394649892499
bottled water,kitchen towels,3,30,0.1,908,0.06068301811134131,0.039316981888658696
other vegetables,kitchen towels,3,30,0.1,1827,0.12210118291786407,-0.02210118291786406
tropical fruit,kitchen towels,3,30,0.1,1014,0.0677671589921807,0.0322328410078193
soda,canned fruit,3,21,0.14285714285714285,1453,0.09710619528169484,0.04575094757544801
onions,canned fruit,3,21,0.14285714285714285,303,0.02024994987636169,0.12260719298078115
whole milk,canned fruit,6,21,0.2857142857142857,2363,0.15792287642852368,0.12779140928576202
pip fruit,canned fruit,3,21,0.14285714285714285,734,0.049054334023925686,0.09380280883321716
bottled water,nut snack,3,22,0.13636363636363635,908,0.06068301811134131,0.07568061825229505
yogurt,nut snack,4,22,0.18181818181818182,1285,0.08587850030074183,0.09593968151743999
whole milk,nut snack,4,22,0.18181818181818182,2363,0.15792287642852368,0.023895305389658145
soda,nut snack,4,22,0.18181818181818182,1453,0.09710619528169484,0.08471198653648698
rolls/buns,liquor,9,103,0.08737864077669903,1646,0.11000467820624206,-0.022626037429543028
whole milk,liquor,10,103,0.0970873786407767,2363,0.15792287642852368,-0.06083549778774698
canned beer,dish cleaner,5,73,0.0684931506849315,702,0.04691572545612511,0.021577425228806395
other vegetables,dish cleaner,6,73,0.0821917808219178,1827,0.12210118291786407,-0.03990940209594626
soda,dish cleaner,5,73,0.0684931506849315,1453,0.09710619528169484,-0.028613044596763337
whole milk,dish cleaner,13,73,0.1780821917808219,2363,0.15792287642852368,0.02015931535229823
frozen meals,dish cleaner,4,73,0.0547945205479452,251,0.016774710953685757,0.03801980959425945
rolls/buns,dish cleaner,4,73,0.0547945205479452,1646,0.11000467820624206,-0.05521015765829686
waffles,dish cleaner,4,73,0.0547945205479452,277,0.018512330415023724,0.03628219013292148
pastry,dish cleaner,6,73,0.0821917808219178,774,0.0517275947336764,0.030464186088241405
frankfurter,ketchup,4,32,0.125,565,0.037759807525228894,0.0872401924747711
bottled water,ketchup,4,32,0.125,908,0.06068301811134131,0.0643169818886587
whole milk,ketchup,4,32,0.125,2363,0.15792287642852368,-0.03292287642852368
root vegetables,soups,5,48,0.10416666666666667,1041,0.06957160997126245,0.03459505669540422
shopping bags,soups,4,48,0.08333333333333333,712,0.04758404063356279,0.03574929269977054
rolls/buns,soups,4,48,0.08333333333333333,1646,0.11000467820624206,-0.02667134487290873
seasonal products,soups,5,48,0.10416666666666667,106,0.007084140880839404,0.09708252578582727
soda,soups,3,48,0.0625,1453,0.09710619528169484,-0.03460619528169484
bottled beer,soups,4,48,0.08333333333333333,678,0.04531176903027468,0.03802156430305865
newspapers,soups,3,48,0.0625,582,0.038895943326872955,0.023604056673127045
whole milk,hygiene articles,26,205,0.12682926829268293,2363,0.15792287642852368,-0.03109360813584075
other vegetables,long life bakery product,17,268,0.06343283582089553,1827,0.12210118291786407,-0.05866834709696854
soda,long life bakery product,20,268,0.07462686567164178,1453,0.09710619528169484,-0.022479329610053056
whole milk,long life bakery product,36,268,0.13432835820895522,2363,0.15792287642852368,-0.023594518219568456
rolls/buns,whipped/sour cream,44,654,0.0672782874617737,1646,0.11000467820624206,-0.042726390744468365
other vegetables,whipped/sour cream,62,654,0.09480122324159021,1827,0.12210118291786407,-0.027299959676273855
whole milk,whipped/sour cream,69,654,0.10550458715596331,2363,0.15792287642852368,-0.05241828927256037
other vegetables,potato products,4,23,0.17391304347826086,1827,0.12210118291786407,0.0518118605603968
soda,yogurt,87,1285,0.06770428015564202,1453,0.09710619528169484,-0.02940191512605282
other vegetables,yogurt,121,1285,0.09416342412451362,1827,0.12210118291786407,-0.027937758793350448
whole milk,yogurt,167,1285,0.12996108949416343,2363,0.15792287642852368,-0.027961786934360244
whole milk,canned beer,90,702,0.1282051282051282,2363,0.15792287642852368,-0.029717748223395485
rolls/buns,canned beer,63,702,0.08974358974358974,1646,0.11000467820624206,-0.020261088462652316
other vegetables,canned beer,60,702,0.08547008547008547,1827,0.12210118291786407,-0.03663109744777859
soda,canned beer,47,702,0.06695156695156695,1453,0.09710619528169484,-0.030154628330127886
bottled water,cereals,4,42,0.09523809523809523,908,0.06068301811134131,0.03455507712675392
pork,cereals,3,42,0.07142857142857142,555,0.037091492347791216,0.03433707908078021
whole milk,cereals,3,42,0.07142857142857142,2363,0.15792287642852368,-0.08649430499995225
hamburger meat,soft cheese,9,150,0.06,327,0.021853906302212123,0.038146093697787875
whole milk,soft cheese,18,150,0.12,2363,0.15792287642852368,-0.03792287642852368
yogurt,soft cheese,19,150,0.12666666666666668,1285,0.08587850030074183,0.04078816636592485
pip fruit,sweet spreads,8,68,0.11764705882352941,734,0.049054334023925686,0.06859272479960372
berries,sweet spreads,4,68,0.058823529411764705,326,0.021787074784468355,0.03703645462729635
long life bakery product,sweet spreads,4,68,0.058823529411764705,268,0.017910846755329814,0.04091268265643489
rolls/buns,sweet spreads,4,68,0.058823529411764705,1646,0.11000467820624206,-0.051181148794477355
butter,sweet spreads,5,68,0.07352941176470588,527,0.03522020985096572,0.03830920191374017
tropical fruit,sweet spreads,11,68,0.16176470588235295,1014,0.0677671589921807,0.09399754689017224
other vegetables,pudding powder,3,17,0.17647058823529413,1827,0.12210118291786407,0.054369405317430064
butter,popcorn,4,48,0.08333333333333333,527,0.03522020985096572,0.04811312348236761
bottled water,popcorn,4,48,0.08333333333333333,908,0.06068301811134131,0.02265031522199202
pip fruit,popcorn,4,48,0.08333333333333333,734,0.049054334023925686,0.03427899930940764
long life bakery product,popcorn,3,48,0.0625,268,0.017910846755329814,0.044589153244670186
hamburger meat,popcorn,4,48,0.08333333333333333,327,0.021853906302212123,0.061479427031121206
rolls/buns,popcorn,7,48,0.14583333333333334,1646,0.11000467820624206,0.03582865512709128
pork,popcorn,5,48,0.10416666666666667,555,0.037091492347791216,0.06707517431887546
newspapers,cream,3,12,0.25,582,0.038895943326872955,0.21110405667312704
sausage,cream,3,12,0.25,903,0.06034886052262247,0.18965113947737752
other vegetables,tropical fruit,94,1014,0.09270216962524655,1827,0.12210118291786407,-0.029399013292617515
rolls/buns,tropical fruit,91,1014,0.08974358974358974,1646,0.11000467820624206,-0.020261088462652316
whole milk,tropical fruit,123,1014,0.12130177514792899,2363,0.15792287642852368,-0.03662110128059469
whole milk,artif. sweetener,8,29,0.27586206896551724,2363,0.15792287642852368,0.11793919253699356
soda,artif. sweetener,7,29,0.2413793103448276,1453,0.09710619528169484,0.14427311506313276
sausage,artif. sweetener,3,29,0.10344827586206896,903,0.06034886052262247,0.043099415339446494
domestic eggs,artif. sweetener,3,29,0.10344827586206896,555,0.037091492347791216,0.06635678351427775
whole milk,curd,62,504,0.12301587301587301,2363,0.15792287642852368,-0.03490700341265067
rolls/buns,curd,41,504,0.08134920634920635,1646,0.11000467820624206,-0.028655471857035708
sausage,curd,44,504,0.0873015873015873,903,0.06034886052262247,0.026952726778964826
rolls/buns,grapes,18,216,0.08333333333333333,1646,0.11000467820624206,-0.02667134487290873
yogurt,grapes,14,216,0.06481481481481481,1285,0.08587850030074183,-0.02106368548592702
whole milk,grapes,29,216,0.13425925925925927,2363,0.15792287642852368,-0.023663617169264406
berries,soap,3,20,0.15,326,0.021787074784468355,0.12821292521553163
canned beer,male cosmetics,4,37,0.10810810810810811,702,0.04691572545612511,0.061192382651983006
fruit/vegetable juice,male cosmetics,3,37,0.08108108108108109,509,0.03401724253157789,0.0470638385495032
brown bread,male cosmetics,3,37,0.08108108108108109,563,0.03762614448974136,0.04345493659133973
pip fruit,male cosmetics,3,37,0.08108108108108109,734,0.049054334023925686,0.0320267470571554
rolls/buns,male cosmetics,3,37,0.08108108108108109,1646,0.11000467820624206,-0.028923597125160974
pastry,male cosmetics,3,37,0.08108108108108109,774,0.0517275947336764,0.029353486347404686
pork,male cosmetics,3,37,0.08108108108108109,555,0.037091492347791216,0.04398958873328987
rolls/buns,ham,19,256,0.07421875,1646,0.11000467820624206,-0.03578592820624206
other vegetables,ham,24,256,0.09375,1827,0.12210118291786407,-0.028351182917864065
soda,ham,18,256,0.0703125,1453,0.09710619528169484,-0.02679369528169484
other vegetables,candy,17,215,0.07906976744186046,1827,0.12210118291786407,-0.0430314154760036
whole milk,abrasive cleaner,3,22,0.13636363636363635,2363,0.15792287642852368,-0.021559240064887325
sausage,detergent,11,129,0.08527131782945736,903,0.06034886052262247,0.024922457306834893
yogurt,detergent,16,129,0.12403100775193798,1285,0.08587850030074183,0.03815250745119615
other vegetables,detergent,9,129,0.06976744186046512,1827,0.12210118291786407,-0.05233374105739895
fruit/vegetable juice,detergent,7,129,0.05426356589147287,509,0.03401724253157789,0.02024632335989498
bottled water,sugar,22,265,0.0830188679245283,908,0.06068301811134131,0.022335849813186988
soda,sugar,18,265,0.06792452830188679,1453,0.09710619528169484,-0.02918166697980805
other vegetables,sugar,19,265,0.07169811320754717,1827,0.12210118291786407,-0.0504030697103169
newspapers,chewing gum,12,180,0.06666666666666667,582,0.038895943326872955,0.02777072333979371
pastry,chewing gum,13,180,0.07222222222222222,774,0.0517275947336764,0.020494627488545816
other vegetables,chewing gum,16,180,0.08888888888888889,1827,0.12210118291786407,-0.03321229402897517
coffee,chewing gum,10,180,0.05555555555555555,473,0.03161130789280225,0.023944247662753305
rolls/buns,chewing gum,13,180,0.07222222222222222,1646,0.11000467820624206,-0.037782455984019844
yogurt,chewing gum,21,180,0.11666666666666667,1285,0.08587850030074183,0.030788166365924838
yogurt,domestic eggs,31,555,0.055855855855855854,1285,0.08587850030074183,-0.030022644444885976
soda,domestic eggs,38,555,0.06846846846846846,1453,0.09710619528169484,-0.028637726813226377
other vegetables,domestic eggs,53,555,0.09549549549549549,1827,0.12210118291786407,-0.026605687422368574
other vegetables,ice cream,19,227,0.08370044052863436,1827,0.12210118291786407,-0.038400742389229706
whole milk,ice cream,29,227,0.1277533039647577,2363,0.15792287642852368,-0.030169572463765976
yogurt,ice cream,14,227,0.06167400881057269,1285,0.08587850030074183,-0.024204491490169143
other vegetables,processed cheese,10,152,0.06578947368421052,1827,0.12210118291786407,-0.05631170923365354
root vegetables,processed cheese,16,152,0.10526315789473684,1041,0.06957160997126245,0.035691547923474384
yogurt,processed cheese,10,152,0.06578947368421052,1285,0.08587850030074183,-0.020089026616531308
soda,processed cheese,9,152,0.05921052631578947,1453,0.09710619528169484,-0.03789566896590537
rolls/buns,processed cheese,22,152,0.14473684210526316,1646,0.11000467820624206,0.034732163899021104
domestic eggs,meat spreads,3,35,0.08571428571428572,555,0.037091492347791216,0.0486227933664945
whipped/sour cream,meat spreads,3,35,0.08571428571428572,654,0.043707812604424245,0.04200647310986147
whole milk,meat spreads,3,35,0.08571428571428572,2363,0.15792287642852368,-0.07220859071423796
sausage,meat spreads,5,35,0.14285714285714285,903,0.06034886052262247,0.08250828233452037
yogurt,specialty vegetables,3,11,0.2727272727272727,1285,0.08587850030074183,0.18684877242653086
rolls/buns,semi-finished bread,11,142,0.07746478873239436,1646,0.11000467820624206,-0.0325398894738477
other vegetables,baking powder,8,121,0.06611570247933884,1827,0.12210118291786407,-0.05598548043852522
whole milk,baking powder,13,121,0.10743801652892562,2363,0.15792287642852368,-0.050484859899598056
bottled beer,baking powder,8,121,0.06611570247933884,678,0.04531176903027468,0.020803933449064164
canned beer,baking powder,9,121,0.0743801652892562,702,0.04691572545612511,0.027464439833131092
rolls/buns,baking powder,7,121,0.05785123966942149,1646,0.11000467820624206,-0.05215343853682057
whole milk,other vegetables,222,1827,0.12151067323481117,2363,0.15792287642852368,-0.03641220319371251
rolls/buns,other vegetables,158,1827,0.08648056923918993,1646,0.11000467820624206,-0.023524108967052135
yogurt,bottled water,57,908,0.06277533039647577,1285,0.08587850030074183,-0.023103169904266058
other vegetables,bottled water,82,908,0.09030837004405286,1827,0.12210118291786407,-0.03179281287381121
whole milk,bottled water,107,908,0.11784140969162996,2363,0.15792287642852368,-0.04008146673689372
rolls/buns,bottled water,70,908,0.07709251101321586,1646,0.11000467820624206,-0.0329121671930262
other vegetables,margarine,48,482,0.0995850622406639,1827,0.12210118291786407,-0.02251612067720017
whole milk,margarine,61,482,0.12655601659751037,2363,0.15792287642852368,-0.03136685983101331
coffee,sauces,3,44,0.06818181818181818,473,0.03161130789280225,0.03657051028901593
citrus fruit,sauces,5,44,0.11363636363636363,795,0.05313105660629553,0.0605053070300681
rolls/buns,sauces,6,44,0.13636363636363635,1646,0.11000467820624206,0.026358958157394294
sugar,sauces,3,44,0.06818181818181818,265,0.01771035220209851,0.05047146597971967
whole milk,sauces,6,44,0.13636363636363635,2363,0.15792287642852368,-0.021559240064887325
other vegetables,rolls/buns,158,1646,0.0959902794653706,1827,0.12210118291786407,-0.026110903452493464
soda,rolls/buns,121,1646,0.07351154313487242,1453,0.09710619528169484,-0.023594652146822423
whole milk,rolls/buns,209,1646,0.12697448359659783,2363,0.15792287642852368,-0.030948392831925853
coffee,liquor (appetizer),4,67,0.05970149253731343,473,0.03161130789280225,0.028090184644511185
rolls/buns,liquor (appetizer),9,67,0.13432835820895522,1646,0.11000467820624206,0.024323680002713163
soda,liquor (appetizer),10,67,0.14925373134328357,1453,0.09710619528169484,0.05214753606158873
other vegetables,liquor (appetizer),4,67,0.05970149253731343,1827,0.12210118291786407,-0.06239969038055063
tropical fruit,liquor (appetizer),6,67,0.08955223880597014,1014,0.0677671589921807,0.021785079813789437
canned beer,light bulbs,3,29,0.10344827586206896,702,0.04691572545612511,0.056532550405943856
citrus fruit,light bulbs,3,29,0.10344827586206896,795,0.05313105660629553,0.050317219255773434
whole milk,light bulbs,7,29,0.2413793103448276,2363,0.15792287642852368,0.08345643391630392
sausage,light bulbs,3,29,0.10344827586206896,903,0.06034886052262247,0.043099415339446494
rolls/buns,light bulbs,4,29,0.13793103448275862,1646,0.11000467820624206,0.02792635627651656
soda,white bread,23,359,0.06406685236768803,1453,0.09710619528169484,-0.033039342914006814
rolls/buns,white bread,32,359,0.08913649025069638,1646,0.11000467820624206,-0.02086818795554568
whole milk,white bread,47,359,0.1309192200557103,2363,0.15792287642852368,-0.02700365637281338
root vegetables,Instant food products,6,60,0.1,1041,0.06957160997126245,0.030428390028737554
soda,Instant food products,4,60,0.06666666666666667,1453,0.09710619528169484,-0.030439528615028175
other vegetables,Instant food products,4,60,0.06666666666666667,1827,0.12210118291786407,-0.0554345162511974
whipped/sour cream,Instant food products,4,60,0.06666666666666667,654,0.043707812604424245,0.02295885406224242
whole milk,Instant food products,8,60,0.13333333333333333,2363,0.15792287642852368,-0.024589543095190347
beef,candles,4,66,0.06060606060606061,508,0.03395041101383412,0.026655649592226487
yogurt,candles,7,66,0.10606060606060606,1285,0.08587850030074183,0.020182105759864233
pastry,candles,5,66,0.07575757575757576,774,0.0517275947336764,0.02402998102389936
soda,candles,5,66,0.07575757575757576,1453,0.09710619528169484,-0.02134861952411908
sausage,candles,6,66,0.09090909090909091,903,0.06034886052262247,0.03056023038646844
other vegetables,candles,5,66,0.07575757575757576,1827,0.12210118291786407,-0.046343607160288305
rolls/buns,skin care,3,20,0.15,1646,0.11000467820624206,0.039995321793757935
other vegetables,skin care,3,20,0.15,1827,0.12210118291786407,0.02789881708213593
soda,bottled beer,44,678,0.06489675516224189,1453,0.09710619528169484,-0.03220944011945295
rolls/buns,bottled beer,60,678,0.08849557522123894,1646,0.11000467820624206,-0.021509102985003123
tropical fruit,flour,16,146,0.1095890410958904,1014,0.0677671589921807,0.0418218821037097
whipped/sour cream,flour,10,146,0.0684931506849315,654,0.043707812604424245,0.024785338080507258
rolls/buns,flour,11,146,0.07534246575342465,1646,0.11000467820624206,-0.034662212452817406
other vegetables,flour,8,146,0.0547945205479452,1827,0.12210118291786407,-0.06730666236991886
yogurt,flour,9,146,0.06164383561643835,1285,0.08587850030074183,-0.024234664684303478
whole milk,flour,20,146,0.136986301369863,2363,0.15792287642852368,-0.020936575058660672
beef,specialty fat,3,29,0.10344827586206896,508,0.03395041101383412,0.06949786484823484
domestic eggs,specialty fat,3,29,0.10344827586206896,555,0.037091492347791216,0.06635678351427775
whole milk,specialty fat,3,29,0.10344827586206896,2363,0.15792287642852368,-0.054474600566454714
hamburger meat,instant coffee,3,59,0.05084745762711865,327,0.021853906302212123,0.028993551324906525
frozen meals,instant coffee,3,59,0.05084745762711865,251,0.016774710953685757,0.034072746673432894
other vegetables,instant coffee,3,59,0.05084745762711865,1827,0.12210118291786407,-0.07125372529074542
processed cheese,instant coffee,4,59,0.06779661016949153,152,0.01015839069705273,0.057638219472438794
misc. beverages,instant coffee,4,59,0.06779661016949153,236,0.01577223818752924,0.05202437198196229
salty snack,instant coffee,4,59,0.06779661016949153,281,0.018779656485998796,0.04901695368349273
whole milk,instant coffee,7,59,0.11864406779661017,2363,0.15792287642852368,-0.039278808631913506
shopping bags,instant coffee,4,59,0.06779661016949153,712,0.04758404063356279,0.02021256953592874
rolls/buns,UHT-milk,27,320,0.084375,1646,0.11000467820624206,-0.025629678206242054
yogurt,UHT-milk,17,320,0.053125,1285,0.08587850030074183,-0.03275350030074183
soda,UHT-milk,19,320,0.059375,1453,0.09710619528169484,-0.03773119528169484
other vegetables,UHT-milk,32,320,0.1,1827,0.12210118291786407,-0.02210118291786406
whole milk,UHT-milk,38,320,0.11875,2363,0.15792287642852368,-0.039172876428523684
soda,softener,6,41,0.14634146341463414,1453,0.09710619528169484,0.0492352681329393
frankfurter,softener,3,41,0.07317073170731707,565,0.037759807525228894,0.035410924182088174
salty snack,softener,3,41,0.07317073170731707,281,0.018779656485998796,0.05439107522131827
citrus fruit,softener,3,41,0.07317073170731707,795,0.05313105660629553,0.020039675101021538
other vegetables,softener,6,41,0.14634146341463414,1827,0.12210118291786407,0.024240280496770072
margarine,softener,3,41,0.07317073170731707,482,0.03221279155249616,0.04095794015482091
whole milk,softener,12,41,0.2926829268292683,2363,0.15792287642852368,0.1347600504007446
whole milk,pork,75,555,0.13513513513513514,2363,0.15792287642852368,-0.022787741293388536
coffee,cling film/bags,4,74,0.05405405405405406,473,0.03161130789280225,0.02244274616125181
soda,cling film/bags,9,74,0.12162162162162163,1453,0.09710619528169484,0.024515426339926788
curd,cling film/bags,5,74,0.06756756756756757,504,0.03368308494285905,0.03388448262470852
pip fruit,cling film/bags,7,74,0.0945945945945946,734,0.049054334023925686,0.045540260570668914
other vegetables,cling film/bags,7,74,0.0945945945945946,1827,0.12210118291786407,-0.027506588323269465
whole milk,cling film/bags,10,74,0.13513513513513514,2363,0.15792287642852368,-0.022787741293388536
yogurt,cling film/bags,4,74,0.05405405405405406,1285,0.08587850030074183,-0.031824446246687774
other vegetables,root vegetables,79,1041,0.07588856868395773,1827,0.12210118291786407,-0.04621261423390634
rolls/buns,root vegetables,86,1041,0.08261287223823247,1646,0.11000467820624206,-0.027391805968009594
yogurt,root vegetables,64,1041,0.06147934678194044,1285,0.08587850030074183,-0.02439915351880139
soda,root vegetables,79,1041,0.07588856868395773,1453,0.09710619528169484,-0.021217626597737113
whole milk,root vegetables,113,1041,0.10854947166186359,2363,0.15792287642852368,-0.04937340476666009
rolls/buns,specialty bar,18,209,0.0861244019138756,1646,0.11000467820624206,-0.023880276292366456
whole milk,specialty bar,25,209,0.11961722488038277,2363,0.15792287642852368,-0.038305651548140904
pork,finished products,4,64,0.0625,555,0.037091492347791216,0.025408507652208784
whipped/sour cream,finished products,5,64,0.078125,654,0.043707812604424245,0.034417187395575755
whole milk,finished products,13,64,0.203125,2363,0.15792287642852368,0.04520212357147632
rolls/buns,finished products,9,64,0.140625,1646,0.11000467820624206,0.03062032179375794
canned beer,frozen dessert,7,92,0.07608695652173914,702,0.04691572545612511,0.029171231065614027
other vegetables,frozen dessert,7,92,0.07608695652173914,1827,0.12210118291786407,-0.04601422639612493
newspapers,frozen dessert,6,92,0.06521739130434782,582,0.038895943326872955,0.02632144797747487
rolls/buns,frozen dessert,5,92,0.05434782608695652,1646,0.11000467820624206,-0.05565685211928554
whole milk,beef,70,508,0.1377952755905512,2363,0.15792287642852368,-0.020127600837972492
other vegetables,beef,42,508,0.08267716535433071,1827,0.12210118291786407,-0.03942401756353335
soda,beef,27,508,0.0531496062992126,1453,0.09710619528169484,-0.04395658898248224
yogurt,beef,33,508,0.06496062992125984,1285,0.08587850030074183,-0.020917870379481993
other vegetables,fruit/vegetable juice,44,509,0.08644400785854617,1827,0.12210118291786407,-0.0356571750593179
whole milk,fruit/vegetable juice,66,509,0.12966601178781925,2363,0.15792287642852368,-0.028256864640704427
soda,fruit/vegetable juice,32,509,0.06286836935166994,1453,0.09710619528169484,-0.034237825930024904
yogurt,fruit/vegetable juice,33,509,0.06483300589390963,1285,0.08587850030074183,-0.021045494406832205
frankfurter,salt,6,89,0.06741573033707865,565,0.037759807525228894,0.029655922811849755
rolls/buns,salt,7,89,0.07865168539325842,1646,0.11000467820624206,-0.031352992812983635
other vegetables,salt,6,89,0.06741573033707865,1827,0.12210118291786407,-0.054685452580785415
misc. beverages,salt,5,89,0.056179775280898875,236,0.01577223818752924,0.04040753709336964
tropical fruit,salt,9,89,0.10112359550561797,1014,0.0677671589921807,0.03335643651343727
